order_id,customer_id,order_date,product_category,total_price
1257,3,2023-03-02,Home Goods,58.21
1258,990,2023-07-13,Books,170.38
1259,518,2023-07-19,Books,76.71
1260,93,2022-07-06,Electronics,86.62
1261,520,2023-07-04,Home Goods,345.1
1262,428,2023-03-29,Apparel,19.67
1263,493,2023-04-16,Apparel,67.6
1264,235,2023-07-19,Home Goods,423.74
1265,620,2022-08-12,Home Goods,424.01
1266,161,2022-06-03,Home Goods,171.33
1267,721,2023-07-14,Books,53.1
1268,752,2022-12-17,Apparel,355.44
1269,331,2022-05-27,Apparel,186.46
1270,333,2023-07-30,Apparel,32.28
1271,50,2022-12-15,Home Goods,87.34
1272,523,2022-07-01,Books,77.24
1273,863,2023-09-29,Home Goods,298.67
1274,668,2022-06-28,Electronics,450.08
1275,492,2022-02-08,Electronics,398.61
1276,582,2022-01-03,Apparel,277.79
1277,681,2022-03-05,Home Goods,216.86
1278,272,2022-01-29,Electronics,313.15
1279,580,2023-01-07,Electronics,227.47
1280,867,2023-06-07,Home Goods,130.59
1281,252,2022-04-07,Books,342.81
1282,560,2023-03-18,Home Goods,437.89
1283,696,2022-07-22,Home Goods,192.71
1284,832,2023-02-15,Books,422.35
1285,699,2022-01-21,Apparel,221.23
1286,90,2023-07-05,Apparel,206.65
1287,446,2022-04-12,Apparel,23.88
1288,332,2022-02-15,Books,350.69
1289,139,2022-03-07,Electronics,405.68
1290,357,2023-08-26,Books,335.14
1291,601,2022-06-13,Home Goods,84.17
1292,274,2022-04-21,Books,60.61
1293,19,2022-12-04,Electronics,290.7
1294,983,2022-05-03,Electronics,206.74
1295,311,2023-12-06,Home Goods,220.26
1296,870,2023-03-23,Apparel,484.22
1297,886,2023-09-03,Electronics,364.72
1298,978,2022-10-18,Electronics,211.78
1299,154,2023-11-02,Electronics,19.36
1300,390,2023-02-16,Home Goods,26.71
1301,260,2023-09-07,Electronics,345.55
1302,620,2022-10-08,Apparel,420.49
1303,883,2022-02-12,Home Goods,356.77
1304,797,2023-05-01,Apparel,208.88
1305,571,2023-08-19,Electronics,25.26
1306,125,2023-12-04,Electronics,484.03
1307,354,2022-02-20,Apparel,493.3
1308,273,2022-07-29,Home Goods,279.19
1309,619,2022-05-06,Home Goods,44.63
1310,811,2023-05-07,Apparel,275.08
1311,245,2023-05-24,Electronics,447.25
1312,848,2023-08-04,Books,343.19
1313,450,2022-09-15,Apparel,362.79
1314,930,2022-07-07,Apparel,51.64
1315,247,2022-08-18,Apparel,62.19
1316,520,2022-07-08,Electronics,72.4
1317,141,2023-02-19,Home Goods,453.14
1318,362,2022-01-10,Electronics,267.67
1319,8,2022-04-24,Apparel,397.87
1320,478,2022-03-17,Electronics,66.49
1321,352,2023-11-07,Electronics,464.54
1322,996,2023-05-17,Apparel,412.36
1323,495,2022-03-26,Electronics,120.13
1324,606,2022-02-18,Books,438.35
1325,833,2023-05-10,Electronics,139.09
1326,427,2023-11-20,Electronics,110.62
1327,39,2023-01-22,Home Goods,139.48
1328,593,2023-01-24,Home Goods,455.88
1329,187,2022-08-06,Apparel,458.64
1330,596,2023-12-02,Apparel,171.21
1331,600,2022-12-12,Home Goods,355.66
1332,754,2022-08-18,Books,341.12
1333,854,2022-09-12,Electronics,405.22
1334,93,2022-08-24,Books,155.29
1335,86,2022-01-26,Books,259.97
1336,44,2023-08-07,Home Goods,337.16
1337,137,2022-09-18,Apparel,22.87
1338,421,2022-09-28,Electronics,194.6
1339,74,2022-05-03,Apparel,350.99
1340,548,2023-10-18,Books,133.77
1341,613,2022-09-14,Books,479.28
1342,988,2023-10-18,Apparel,24.78
1343,512,2023-02-25,Apparel,479.46
1344,156,2022-09-16,Home Goods,116.21
1345,938,2022-02-16,Apparel,33.92
1346,255,2023-06-09,Apparel,153.31
1347,171,2022-07-27,Home Goods,395.28
1348,981,2022-11-07,Apparel,378.7
1349,728,2022-05-29,Books,112.33
1350,170,2023-03-14,Apparel,106.43
1351,764,2022-06-04,Electronics,324.86
1352,872,2023-11-09,Books,234.46
1353,322,2022-03-31,Home Goods,398.22
1354,567,2023-11-29,Books,21.83
1355,456,2022-12-24,Home Goods,309.1
1356,944,2022-06-23,Electronics,368.03
1357,603,2022-08-05,Electronics,496.76
1358,790,2023-04-01,Books,342.6
1359,613,2023-09-01,Apparel,123.6
1360,155,2023-09-21,Books,63.01
1361,889,2022-07-18,Books,324.05
1362,349,2023-05-01,Electronics,266.36
1363,451,2023-06-17,Home Goods,450.58
1364,876,2022-07-19,Books,366.04
1365,653,2023-01-06,Apparel,259.77
1366,173,2023-03-24,Electronics,207.76
1367,10,2022-09-05,Books,208.14
1368,740,2022-09-21,Books,120.89
1369,265,2022-02-27,Apparel,18.49
1370,438,2022-10-29,Books,291.71
1371,760,2022-01-31,Books,114.08
1372,247,2023-05-13,Books,112.08
1373,667,2022-09-06,Books,71.44
1374,546,2023-08-28,Apparel,102.9
1375,499,2022-09-28,Books,25.58
1376,129,2023-08-29,Books,340.37
1377,672,2023-10-28,Books,206.68
1378,601,2023-01-29,Electronics,285.15
1379,605,2023-05-17,Apparel,322.11
1380,327,2023-08-15,Electronics,486.52
1381,753,2022-03-25,Electronics,43.45
1382,835,2022-12-31,Apparel,214.78
1383,980,2023-07-03,Electronics,130.49
1384,404,2022-12-08,Electronics,243.59
1385,629,2023-02-11,Electronics,461.03
1386,606,2023-03-01,Apparel,364.75
1387,675,2022-04-03,Books,334.36
1388,611,2023-09-06,Home Goods,226.21
1389,625,2023-02-16,Home Goods,338.85
1390,359,2023-03-08,Apparel,25.86
1391,603,2023-11-09,Home Goods,297.26
1392,858,2022-06-08,Apparel,281.35
1393,718,2022-01-14,Apparel,179.85
1394,17,2023-01-08,Home Goods,108.74
1395,274,2022-08-13,Electronics,405.7
1396,685,2023-05-20,Books,36.39
1397,116,2022-03-14,Home Goods,44.14
1398,861,2022-09-06,Home Goods,225.86
1399,980,2023-05-26,Home Goods,133.75
1400,693,2023-08-26,Home Goods,375.27
1401,91,2022-08-04,Apparel,320.75
1402,82,2023-08-25,Apparel,388.54
1403,324,2023-06-25,Books,169.09
1404,961,2022-08-08,Books,372.85
1405,114,2023-12-28,Home Goods,432.53
1406,769,2022-08-09,Home Goods,179.18
1407,58,2023-01-24,Home Goods,176.55
1408,154,2023-07-08,Books,450.98
1409,877,2023-10-09,Home Goods,34.4
1410,404,2022-02-11,Electronics,181.59
1411,628,2023-11-07,Books,68.15
1412,855,2022-10-10,Electronics,24.2
1413,266,2022-02-27,Home Goods,65.31
1414,315,2023-06-21,Apparel,221.31
1415,715,2022-03-14,Electronics,346.61
1416,41,2022-05-09,Books,151.75
1417,105,2023-08-22,Electronics,426.34
1418,901,2023-03-02,Books,224.43
1419,890,2023-10-27,Home Goods,484.43
1420,193,2023-11-25,Electronics,477.54
1421,401,2022-05-05,Apparel,388.91
1422,278,2022-03-08,Electronics,466.88
1423,354,2022-01-06,Apparel,356.48
1424,749,2023-09-29,Books,448.84
1425,937,2022-11-10,Home Goods,125.87
1426,733,2022-11-22,Home Goods,179.26
1427,580,2023-07-19,Apparel,378.94
1428,709,2023-08-01,Books,218.04
1429,256,2023-05-21,Home Goods,420.29
1430,651,2022-03-23,Books,440.04
1431,824,2023-08-22,Apparel,156.87
1432,947,2022-01-02,Apparel,413.49
1433,661,2022-07-23,Electronics,85.59
1434,99,2023-10-24,Home Goods,173.76
1435,588,2023-02-08,Home Goods,263.8
1436,282,2022-04-13,Electronics,120.96
1437,883,2023-06-20,Apparel,293.84
1438,403,2023-01-03,Apparel,293.56
1439,109,2022-07-31,Apparel,111.38
1440,700,2023-07-31,Apparel,399.86
1441,199,2022-07-28,Books,319.51
1442,303,2022-04-27,Home Goods,165.7
1443,327,2023-09-20,Home Goods,123.77
1444,154,2023-04-23,Apparel,440.59
1445,552,2022-04-15,Apparel,419.51
1446,645,2023-05-10,Apparel,122.58
1447,405,2022-02-15,Home Goods,27.45
1448,462,2022-11-27,Home Goods,404.22
1449,132,2022-08-04,Apparel,311.6
1450,791,2023-05-07,Books,59.43
1451,874,2023-03-25,Electronics,297.81
1452,84,2023-06-20,Electronics,231.57
1453,399,2023-05-26,Electronics,389.53
1454,754,2023-04-03,Home Goods,112.45
1455,628,2023-07-01,Home Goods,232.05
1456,109,2023-06-20,Electronics,86.56
1457,221,2023-06-24,Electronics,479.19
1458,904,2023-04-29,Books,391.58
1459,553,2022-01-16,Home Goods,370.99
1460,368,2023-07-25,Home Goods,348.2
1461,147,2022-08-31,Electronics,217.43
1462,112,2022-07-26,Books,462.41
1463,615,2022-09-28,Books,45.73
1464,558,2023-12-06,Electronics,403.6
1465,924,2023-12-31,Electronics,115.46
1466,494,2022-04-25,Home Goods,168.77
1467,505,2023-08-03,Electronics,264.52
1468,475,2022-10-26,Apparel,393.5
1469,836,2023-04-28,Books,420.88
1470,890,2023-02-01,Electronics,296.03
1471,271,2023-01-29,Apparel,207.49
1472,995,2022-03-16,Books,473.79
1473,421,2023-04-27,Apparel,130.8
1474,897,2022-04-13,Apparel,403.52
1475,707,2022-10-24,Electronics,309.9
1476,367,2022-06-27,Books,194.68
1477,280,2022-08-03,Apparel,10.67
1478,283,2022-11-11,Home Goods,228.83
1479,40,2022-02-08,Books,145.59
1480,959,2022-09-16,Home Goods,61.13
1481,189,2023-12-17,Electronics,46.83
1482,164,2022-01-07,Home Goods,180.3
1483,994,2022-02-18,Books,311.23
1484,989,2023-06-22,Apparel,420.38
1485,536,2022-06-10,Apparel,99.95
1486,536,2022-06-25,Books,218.08
1487,4,2023-08-14,Apparel,202.06
1488,835,2022-01-02,Home Goods,261.56
1489,290,2023-03-31,Apparel,406.7
1490,953,2023-10-06,Apparel,281.29
1491,433,2022-10-03,Home Goods,424.86
1492,471,2023-05-13,Home Goods,264.09
1493,181,2023-09-21,Home Goods,305.89
1494,248,2023-11-07,Electronics,224.32
1495,628,2022-01-28,Home Goods,413.32
1496,279,2022-11-29,Home Goods,462.68
1497,877,2022-01-01,Electronics,323.18
1498,581,2022-07-07,Apparel,412.18
1499,863,2022-02-25,Home Goods,38.91
1500,254,2023-07-01,Books,453.99
1501,181,2022-04-22,Home Goods,102.57
1502,830,2022-11-06,Home Goods,135.7
1503,681,2022-02-05,Electronics,36.13
1504,825,2023-03-15,Books,483.05
1505,509,2023-12-30,Apparel,427.49
1506,761,2023-08-15,Apparel,457.46
1507,700,2023-08-18,Books,425.14
1508,566,2023-07-31,Home Goods,244.97
1509,326,2022-11-21,Electronics,462.8
1510,357,2023-10-02,Books,485.04
1511,825,2022-11-03,Books,256.26
1512,650,2023-06-18,Apparel,96.06
1513,680,2023-12-29,Electronics,332.73
1514,391,2023-09-11,Books,487.96
1515,615,2022-04-19,Electronics,437.35
1516,934,2023-01-07,Home Goods,432.29
1517,85,2022-12-23,Apparel,467.57
1518,317,2022-06-30,Home Goods,448.04
1519,212,2022-12-22,Electronics,390.38
1520,515,2023-11-07,Home Goods,361.95
1521,384,2022-03-09,Apparel,139.74
1522,691,2022-10-19,Electronics,314.46
1523,342,2023-11-23,Books,265.53
1524,815,2022-06-30,Home Goods,432.35
1525,964,2023-04-11,Apparel,250.94
1526,988,2023-03-10,Books,72.59
1527,844,2023-04-09,Apparel,12.44
1528,38,2023-11-12,Electronics,342.16
1529,511,2023-06-18,Electronics,279.46
1530,420,2022-03-07,Home Goods,172.17
1531,751,2022-01-21,Apparel,92.8
1532,169,2023-09-04,Apparel,238.69
1533,965,2023-01-19,Apparel,59.14
1534,909,2023-09-07,Electronics,174.69
1535,343,2023-07-13,Home Goods,195.81
1536,826,2022-02-08,Apparel,238.15
1537,306,2022-10-12,Apparel,238.64
1538,542,2023-08-25,Books,135.93
1539,702,2023-08-20,Apparel,426.6
1540,869,2022-12-02,Home Goods,184.22
1541,537,2022-07-07,Books,122.5
1542,112,2023-11-02,Books,96.15
1543,411,2022-08-31,Books,168.06
1544,947,2022-03-14,Electronics,43.1
1545,206,2023-04-24,Books,26.12
1546,185,2023-07-15,Apparel,306.52
1547,382,2022-04-11,Electronics,313.38
1548,496,2023-05-29,Electronics,269.5
1549,379,2022-06-25,Electronics,383.52
1550,47,2022-08-26,Electronics,29.18
1551,886,2022-02-28,Electronics,468.63
1552,740,2022-04-09,Electronics,56.58
1553,551,2023-05-10,Electronics,340.27
1554,528,2023-05-29,Books,75.36
1555,504,2022-10-24,Home Goods,441.15
1556,22,2022-07-30,Apparel,260.25
1557,213,2022-05-03,Apparel,50.32
1558,310,2022-08-17,Books,312.19
1559,661,2023-08-17,Books,14.46
1560,968,2023-10-18,Electronics,390.25
1561,753,2023-01-23,Home Goods,328.79
1562,272,2022-05-20,Electronics,114.19
1563,571,2023-06-25,Books,193.63
1564,799,2023-01-26,Electronics,13.83
1565,938,2022-09-27,Apparel,349.91
1566,202,2022-01-12,Apparel,168.11
1567,32,2023-01-24,Electronics,290.08
1568,443,2022-12-03,Home Goods,478.8
1569,162,2023-05-21,Electronics,156.74
1570,767,2022-04-16,Electronics,495.22
1571,254,2022-02-01,Home Goods,320.04
1572,521,2022-03-15,Home Goods,128.62
1573,977,2022-06-20,Home Goods,224.02
1574,651,2022-03-10,Apparel,372.82
1575,480,2022-12-28,Electronics,228.77
1576,10,2023-10-11,Books,43.57
1577,726,2023-03-09,Home Goods,92.62
1578,505,2022-04-10,Home Goods,397.74
1579,785,2023-10-20,Electronics,327.7
1580,836,2022-01-09,Books,289.21
1581,560,2023-07-28,Electronics,92.13
1582,436,2023-11-28,Electronics,420.5
1583,111,2022-01-29,Home Goods,480.76
1584,153,2022-04-24,Home Goods,30.03
1585,635,2023-04-07,Apparel,48.24
1586,917,2022-05-23,Books,443.52
1587,869,2023-01-25,Books,409.62
1588,102,2023-09-24,Home Goods,312.79
1589,753,2023-11-13,Home Goods,473.03
1590,833,2022-06-06,Home Goods,326.75
1591,191,2022-12-01,Books,115.83
1592,729,2022-09-17,Apparel,367.03
1593,563,2022-03-23,Books,326.4
1594,804,2023-03-17,Home Goods,493.01
1595,81,2022-06-21,Home Goods,114.81
1596,489,2022-08-19,Apparel,302.96
1597,895,2023-12-21,Electronics,392.28
1598,88,2022-03-16,Electronics,176.1
1599,194,2022-09-27,Books,196.04
1600,104,2023-09-18,Electronics,445.07
1601,783,2022-03-03,Electronics,208.06
1602,96,2022-11-16,Books,316.12
1603,423,2022-04-12,Home Goods,445.73
1604,891,2023-03-05,Electronics,112.82
1605,198,2023-12-23,Home Goods,491.12
1606,1,2022-09-12,Books,353.96
1607,407,2023-06-16,Home Goods,253.1
1608,378,2023-07-24,Home Goods,221.15
1609,167,2022-04-22,Books,477.64
1610,509,2022-11-09,Home Goods,110.81
1611,638,2023-04-06,Electronics,162.72
1612,313,2023-12-09,Electronics,160.82
1613,593,2023-04-07,Electronics,151.61
1614,418,2022-04-02,Electronics,239.58
1615,763,2022-02-21,Home Goods,494.7
1616,681,2023-06-04,Electronics,445.51
1617,477,2022-04-08,Home Goods,170.7
1618,73,2022-08-24,Apparel,217.21
1619,141,2023-01-09,Home Goods,338.05
1620,582,2023-08-04,Electronics,18.4
1621,262,2023-07-11,Apparel,411.88
1622,340,2023-10-11,Books,441.1
1623,308,2022-08-22,Home Goods,430.03
1624,245,2022-02-01,Electronics,193.78
1625,515,2022-10-16,Electronics,236.38
1626,337,2023-09-30,Electronics,16.07
1627,575,2023-08-02,Books,205.7
1628,561,2023-06-26,Apparel,235.61
1629,76,2022-04-24,Apparel,454.42
1630,880,2022-07-23,Electronics,448.05
1631,175,2022-01-29,Home Goods,483.39
1632,109,2023-10-05,Electronics,443.7
1633,183,2023-04-19,Electronics,14.02
1634,192,2023-11-28,Home Goods,324.32
1635,65,2022-09-10,Electronics,43.44
1636,849,2023-01-21,Books,143.57
1637,963,2022-03-03,Electronics,293.37
1638,474,2023-05-30,Books,353.3
1639,783,2023-03-06,Electronics,330.77
1640,100,2023-08-03,Apparel,34.04
1641,544,2023-06-21,Home Goods,60.77
1642,864,2023-11-22,Apparel,73.01
1643,128,2022-05-21,Electronics,54.79
1644,452,2022-10-27,Electronics,97.33
1645,914,2023-11-06,Books,347.36
1646,369,2022-11-07,Electronics,417.11
1647,851,2023-04-16,Electronics,210.32
1648,43,2023-01-28,Electronics,349.46
1649,884,2023-10-04,Apparel,108.01
1650,419,2023-03-21,Books,486.91
1651,488,2022-06-21,Apparel,181.5
1652,78,2023-07-30,Books,424.47
1653,826,2022-01-31,Apparel,473.23
1654,801,2022-02-16,Electronics,433.71
1655,270,2022-05-10,Apparel,42.86
1656,674,2022-12-18,Apparel,328.65
1657,701,2023-09-14,Books,68.84
1658,759,2023-08-04,Books,12.77
1659,900,2022-02-27,Apparel,35.37
1660,728,2022-04-16,Books,458.91
1661,315,2022-11-26,Books,455.15
1662,925,2023-11-14,Books,120.65
1663,851,2023-01-18,Home Goods,278.06
1664,902,2022-06-11,Books,477.96
1665,889,2022-10-13,Home Goods,253.39
1666,993,2022-03-12,Home Goods,202.85
1667,945,2023-03-30,Books,246.79
1668,168,2023-07-21,Apparel,397.21
1669,339,2023-02-01,Books,243.87
1670,193,2023-05-30,Electronics,393.81
1671,453,2022-01-26,Apparel,221.53
1672,283,2022-11-09,Home Goods,133.48
1673,336,2022-05-06,Home Goods,169.97
1674,390,2023-02-12,Apparel,48.13
1675,1000,2023-07-19,Apparel,253.72
1676,525,2022-07-17,Books,82.57
1677,240,2022-07-07,Home Goods,407.66
1678,832,2023-11-29,Electronics,216.09
1679,958,2023-12-17,Books,384.85
1680,483,2023-04-29,Apparel,477.69
1681,659,2023-03-26,Home Goods,426.24
1682,716,2023-06-07,Apparel,476.22
1683,592,2022-12-20,Apparel,288.29
1684,891,2023-10-20,Apparel,91.01
1685,555,2023-08-20,Books,468.34
1686,458,2022-04-10,Electronics,435.57
1687,89,2023-09-08,Electronics,433.56
1688,660,2023-07-12,Home Goods,349.7
1689,95,2023-07-10,Apparel,316.21
1690,452,2022-10-05,Electronics,17.21
1691,428,2023-11-24,Apparel,376.55
1692,151,2023-11-30,Home Goods,54.85
1693,514,2023-09-18,Apparel,137.28
1694,376,2023-05-06,Electronics,280.23
1695,22,2022-09-12,Apparel,231.35
1696,883,2023-01-16,Electronics,17.73
1697,313,2023-06-26,Home Goods,413.75
1698,997,2022-09-21,Apparel,440.61
1699,840,2023-09-02,Electronics,344.12
1700,519,2022-11-25,Home Goods,275.12
1701,206,2022-04-25,Apparel,480.76
1702,952,2022-10-03,Home Goods,68.78
1703,375,2023-05-03,Electronics,371.58
1704,451,2022-10-08,Apparel,72.9
1705,626,2022-10-02,Apparel,197.1
1706,784,2023-12-20,Apparel,296.89
1707,595,2022-11-24,Home Goods,371.17
1708,179,2022-07-30,Home Goods,11.82
1709,210,2023-12-28,Electronics,137.69
1710,500,2023-07-06,Books,273.72
1711,464,2022-01-26,Apparel,271.11
1712,840,2022-01-27,Apparel,322.44
1713,124,2023-12-03,Electronics,158.89
1714,993,2022-03-24,Apparel,274.86
1715,113,2023-11-13,Home Goods,103.0
1716,12,2023-02-17,Home Goods,101.57
1717,126,2022-06-16,Apparel,292.52
1718,565,2023-12-01,Apparel,345.88
1719,331,2022-06-18,Home Goods,69.0
1720,901,2022-08-17,Apparel,70.17
1721,283,2023-09-01,Home Goods,287.0
1722,140,2023-01-02,Books,142.35
1723,401,2023-06-12,Books,202.28
1724,902,2023-10-09,Apparel,206.37
1725,97,2023-06-22,Apparel,97.49
1726,517,2023-06-08,Apparel,10.64
1727,569,2022-03-13,Home Goods,428.04
1728,924,2023-10-07,Books,360.35
1729,846,2022-04-16,Books,348.36
1730,69,2023-11-20,Electronics,277.79
1731,118,2022-10-09,Electronics,353.48
1732,888,2022-05-13,Apparel,468.49
1733,59,2023-06-18,Home Goods,336.18
1734,33,2022-09-26,Apparel,139.89
1735,318,2023-02-16,Books,289.57
1736,50,2023-11-04,Apparel,226.74
1737,880,2023-09-11,Apparel,282.65
1738,489,2022-01-18,Books,263.63
1739,19,2022-04-27,Books,430.8
1740,726,2022-05-24,Books,329.38
1741,197,2023-12-18,Books,102.49
1742,891,2023-07-05,Electronics,40.88
1743,450,2023-10-28,Home Goods,217.94
1744,990,2023-11-19,Home Goods,17.65
1745,559,2023-02-26,Books,165.97
1746,679,2023-01-04,Home Goods,190.33
1747,452,2023-10-08,Home Goods,194.04
1748,289,2023-07-12,Home Goods,489.88
1749,141,2022-02-19,Home Goods,158.91
1750,84,2023-11-09,Books,139.96
1751,694,2022-04-16,Apparel,73.4
1752,391,2022-08-04,Apparel,260.39
1753,591,2023-10-20,Apparel,85.3
1754,215,2023-03-01,Electronics,311.98
1755,526,2022-03-13,Home Goods,86.03
1756,215,2023-03-22,Books,292.57
1757,403,2022-07-05,Books,414.87
1758,128,2022-03-11,Electronics,30.84
1759,822,2022-05-30,Books,215.68
1760,477,2022-09-03,Apparel,235.91
1761,760,2023-06-22,Electronics,397.63
1762,404,2023-10-14,Books,239.28
1763,29,2022-04-09,Electronics,288.09
1764,792,2022-10-05,Electronics,397.69
1765,338,2023-07-17,Books,284.28
1766,831,2023-10-25,Apparel,185.57
1767,714,2023-03-31,Books,52.06
1768,361,2022-04-14,Home Goods,367.66
1769,569,2023-08-24,Home Goods,436.86
1770,392,2023-10-15,Books,485.33
1771,218,2023-12-26,Apparel,464.03
1772,574,2022-08-21,Home Goods,400.73
1773,669,2023-01-29,Home Goods,325.3
1774,202,2023-05-16,Books,392.92
1775,17,2023-11-26,Books,221.72
1776,322,2022-09-08,Books,301.44
1777,518,2023-06-05,Electronics,180.86
1778,570,2022-03-20,Electronics,170.09
1779,325,2022-02-21,Electronics,380.78
1780,412,2022-08-14,Books,232.43
1781,318,2022-02-20,Apparel,113.96
1782,681,2022-07-05,Home Goods,108.95
1783,965,2022-02-03,Electronics,430.99
1784,82,2022-05-11,Apparel,342.1
1785,474,2023-09-24,Books,277.56
1786,468,2023-03-19,Electronics,206.46
1787,425,2023-03-08,Books,221.1
1788,945,2023-12-05,Apparel,38.14
1789,731,2023-05-12,Electronics,232.91
1790,689,2023-02-07,Electronics,399.77
1791,204,2022-11-19,Electronics,200.11
1792,583,2022-07-29,Electronics,197.95
1793,387,2023-09-07,Apparel,17.7
1794,778,2022-11-25,Electronics,234.34
1795,98,2023-01-07,Home Goods,22.42
1796,345,2023-04-05,Home Goods,289.47
1797,803,2022-05-13,Books,258.32
1798,208,2023-10-13,Electronics,421.6
1799,514,2022-05-01,Home Goods,295.07
1800,636,2023-08-29,Home Goods,168.48
1801,792,2023-03-28,Home Goods,262.95
1802,586,2022-05-09,Apparel,352.86
1803,166,2022-04-01,Electronics,56.04
1804,22,2023-08-27,Apparel,314.33
1805,154,2023-07-29,Apparel,459.15
1806,939,2022-01-29,Home Goods,156.57
1807,439,2023-12-23,Home Goods,317.05
1808,295,2023-06-08,Books,412.45
1809,219,2022-11-29,Electronics,260.79
1810,669,2022-10-24,Electronics,361.81
1811,495,2022-05-10,Home Goods,162.4
1812,230,2022-10-20,Home Goods,159.97
1813,20,2022-06-22,Electronics,337.12
1814,987,2023-12-21,Books,355.65
1815,553,2022-01-24,Home Goods,469.13
1816,950,2022-04-09,Books,120.17
1817,148,2023-02-10,Apparel,239.43
1818,108,2022-12-22,Home Goods,132.75
1819,403,2022-05-19,Apparel,49.25
1820,596,2023-05-18,Home Goods,207.58
1821,483,2022-06-23,Apparel,193.3
1822,367,2022-01-29,Home Goods,142.51
1823,834,2023-05-11,Books,155.53
1824,414,2023-10-17,Books,186.6
1825,309,2022-12-17,Books,494.53
1826,802,2023-07-08,Apparel,393.65
1827,918,2022-10-26,Books,44.99
1828,835,2023-12-21,Apparel,437.48
1829,134,2022-07-11,Home Goods,320.32
1830,719,2023-11-03,Apparel,446.39
1831,283,2022-03-05,Home Goods,177.44
1832,778,2023-10-26,Electronics,237.61
1833,73,2022-08-03,Electronics,449.15
1834,481,2022-06-15,Electronics,143.56
1835,352,2023-06-27,Apparel,458.6
1836,560,2022-08-20,Electronics,415.96
1837,326,2023-06-25,Electronics,490.47
1838,745,2022-07-14,Electronics,168.89
1839,443,2023-05-21,Home Goods,125.52
1840,100,2022-11-30,Books,172.12
1841,59,2022-10-31,Apparel,477.78
1842,508,2023-03-13,Electronics,173.21
1843,258,2022-11-19,Home Goods,286.95
1844,413,2023-05-17,Books,207.8
1845,452,2023-01-28,Books,204.15
1846,65,2023-08-22,Books,104.76
1847,595,2022-05-29,Home Goods,273.17
1848,154,2023-02-09,Electronics,426.21
1849,985,2022-10-10,Books,34.25
1850,266,2022-12-28,Home Goods,445.72
1851,821,2023-01-14,Home Goods,336.08
1852,79,2022-07-17,Apparel,312.2
1853,315,2023-07-10,Home Goods,316.69
1854,662,2022-12-22,Books,155.17
1855,947,2023-06-24,Books,213.42
1856,560,2023-03-05,Home Goods,401.65
1857,917,2022-01-17,Books,160.13
1858,891,2023-10-01,Home Goods,240.31
1859,248,2023-01-14,Books,19.62
1860,790,2023-11-11,Apparel,369.44
1861,868,2023-05-21,Electronics,214.67
1862,610,2022-03-17,Apparel,267.43
1863,414,2022-08-19,Apparel,66.2
1864,25,2023-12-17,Electronics,495.94
1865,284,2022-09-05,Books,158.21
1866,449,2022-10-29,Electronics,321.14
1867,881,2023-12-27,Home Goods,294.81
1868,301,2022-08-03,Electronics,394.7
1869,68,2022-06-07,Apparel,153.98
1870,7,2022-03-10,Electronics,380.4
1871,817,2023-01-28,Books,197.43
1872,137,2022-03-26,Apparel,211.47
1873,164,2022-09-24,Home Goods,339.63
1874,83,2022-03-10,Books,394.3
1875,897,2023-09-03,Apparel,336.76
1876,650,2022-12-13,Home Goods,450.94
1877,420,2023-12-29,Books,149.73
1878,73,2023-11-04,Home Goods,451.3
1879,237,2023-02-27,Electronics,74.12
1880,46,2023-08-29,Electronics,333.17
1881,618,2022-06-23,Home Goods,278.34
1882,928,2023-11-08,Electronics,252.37
1883,800,2022-04-25,Home Goods,162.35
1884,262,2022-08-08,Books,256.83
1885,176,2022-01-31,Apparel,89.27
1886,166,2023-06-07,Home Goods,190.97
1887,657,2022-12-09,Apparel,58.35
1888,842,2023-01-12,Apparel,290.2
1889,370,2022-05-10,Home Goods,56.93
1890,795,2023-09-09,Electronics,88.57
1891,54,2023-06-23,Books,51.88
1892,690,2022-01-02,Apparel,196.84
1893,419,2022-04-11,Books,422.56
1894,756,2023-06-17,Apparel,454.38
1895,507,2022-02-27,Home Goods,45.23
1896,341,2023-01-24,Electronics,320.93
1897,127,2023-11-23,Books,345.35
1898,409,2022-12-07,Apparel,271.55
1899,924,2022-01-20,Home Goods,336.82
1900,367,2022-09-12,Home Goods,124.51
1901,271,2022-11-13,Apparel,249.93
1902,644,2022-02-07,Apparel,201.53
1903,605,2023-10-22,Apparel,53.96
1904,379,2023-06-21,Electronics,316.52
1905,73,2023-01-21,Apparel,252.66
1906,923,2023-09-25,Apparel,144.84
1907,922,2022-01-26,Electronics,242.11
1908,915,2023-03-30,Home Goods,389.9
1909,248,2023-11-12,Apparel,402.81
1910,860,2022-11-19,Books,328.27
1911,785,2023-05-28,Home Goods,239.2
1912,43,2022-01-13,Books,292.12
1913,377,2023-07-14,Apparel,198.66
1914,41,2023-01-06,Electronics,72.01
1915,170,2022-10-18,Electronics,198.95
1916,946,2022-11-28,Electronics,269.86
1917,212,2023-08-29,Apparel,303.43
1918,493,2022-09-18,Apparel,468.54
1919,680,2022-07-24,Books,390.89
1920,39,2023-11-28,Electronics,84.48
1921,369,2023-11-18,Apparel,95.35
1922,757,2023-01-22,Home Goods,59.24
1923,151,2023-04-13,Apparel,371.71
1924,111,2023-02-19,Apparel,356.0
1925,480,2022-03-10,Home Goods,493.32
1926,436,2023-04-17,Electronics,265.79
1927,47,2022-04-14,Home Goods,414.94
